DeviceName,Serial,Rule,TimeGenerated,TimeReceived,Type,Subtype,From,To,Source,SourceUser,SourcePort,SourceCountry,Destination,DestinationPort,DestinationCountry,Application,Action,NAT,NATSourceIP,NATSourcePort,NATDestinationIP,NATDestinationPort,Packets,PacketsSent,PacketsReceived,Bytes,BytesSent,BytesReceived,Protocol,SessionID,ParentSessionID,SessionEndReason,RepeatCount,Start,Elapsed,Category,ThreatCategory,ThreatName,ThreatID,Misc,Severity,Direction,InboundInterface,OutboundInterface,ID,Domain,ReceiveTime,SequenceNumber,ActionFlags,ConfigVersion,Vsys,Logset,Flags,Pcap,PcapID,Flagged,Proxy,URLDenied,CaptivePortal,NonStandardDestinationPort,Transaction,PBFClient2Server,PBFServer2Client,TemporaryMatch,SymmetricReturn,SSLDecryptMirror,CredentialDetected,MPTCP,TunnelInspected,ReconExcluded,TunnelType,TPadding,CPadding,TunnelIMSI,VsysID,ReportID,URLIndex,HTTPMethod,XForwardedFor,Referer,UserAgent,SignatureFlags,ContentVersion,FileDigest,Filetype,Sender,Recipient,Subject,Cloud,Padding,ActionSource,TunnelID,IMSI,MonitorTag,IMEI,DeviceGroupHierarchy1,DeviceGroupHierarchy2,DeviceGroupHierarchy3,DeviceGroupHierarchy4,Host,Command,Admin,Client,Result,Path,BeforeChangePreview,AfterChangePreview,FullPath,EventID,Module,Description
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,20.x.x.x,,0,United States,10.x.x.x,0,10.0.0.0-10.255.255.255,ping,allow,no,,0,,0,2,1,1,196,98,98,icmp,1337495,0,aged-out,1,6/14/2018 18:54,0,any,,,0,,,,ae1,ae2,382542,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100019,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,20.x.x.x,,0,United States,10.x.x.x,0,10.0.0.0-10.255.255.255,ping,allow,no,,0,,0,2,1,1,196,98,98,icmp,995742,0,aged-out,1,6/14/2018 18:54,0,any,,,0,,,,ae1,ae2,382543,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100019,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,20.x.x.x,,0,United States,10.x.x.x,0,10.0.0.0-10.255.255.255,ping,allow,no,,0,,0,2,1,1,196,98,98,icmp,1638824,0,aged-out,1,6/14/2018 18:54,0,any,,,0,,,,ae1,ae2,382544,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100019,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,user4,55167,192.168.0.0-192.168.255.255,10.x.x.x,9997,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,22,12,10,6537,1186,5351,tcp,33702276,0,tcp-rst-from-client,1,6/14/2018 18:54,2,financial-services,,,0,,,,ae1,ae2,382545,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x10001c,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,anonymous,64845,192.168.0.0-192.168.255.255,10.x.x.x,9997,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,21,11,10,6476,1126,5350,tcp,34883095,0,tcp-rst-from-client,1,6/14/2018 18:54,0,financial-services,,,0,,,,ae1,ae2,382546,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x10001c,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,,3530,192.168.0.0-192.168.255.255,10.x.x.x,9997,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,22,12,10,6648,1234,5414,tcp,1253794,0,tcp-rst-from-client,1,6/14/2018 18:54,2,financial-services,,,0,,,,ae1,ae2,382547,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x10001c,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW02,10000000001,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,,53880,192.168.0.0-192.168.255.255,10.x.x.x,17472,10.0.0.0-10.255.255.255,tanium,allow,no,,0,,0,75,29,46,61445,2159,59286,tcp,35101702,0,tcp-fin,1,6/14/2018 18:54,18,any,,,0,,,,ae1.975,ae2,382548,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x5e,no,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW02,10000000001,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,user1,56880,192.168.0.0-192.168.255.255,10.x.x.x,17472,10.0.0.0-10.255.255.255,tanium,allow,no,,0,,0,18,10,8,3595,959,2636,tcp,1645486,0,tcp-fin,1,6/14/2018 18:54,17,any,,,0,,,,ae1.975,ae2,382549,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x5e,no,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW02,10000000001,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,,57303,192.168.0.0-192.168.255.255,10.x.x.x,443,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,20,10,10,3473,2104,1369,tcp,885320,0,tcp-rst-from-client,1,6/14/2018 18:53,32,private-ip-addresses,,,0,,,,ae1.975,ae2,382550,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x53,no,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW02,10000000001,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,172.x.x.x,,4611,172.16.0.0-172.31.255.255,10.x.x.x,443,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,21,11,10,3961,2596,1365,tcp,1918031,0,tcp-rst-from-client,1,6/14/2018 18:53,32,financial-services,,,0,,,,ae1.975,ae2,382551,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x53,no,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW02,10000000001,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,,137,192.168.0.0-192.168.255.255,10.x.x.x,137,10.0.0.0-10.255.255.255,netbios-ns,allow,no,,0,,0,2,1,1,250,146,104,udp,844748,0,aged-out,1,6/14/2018 18:53,0,any,,,0,,,,ae1.975,ae2,382552,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x19,no,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,anonymous,50183,192.168.0.0-192.168.255.255,10.x.x.x,9997,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,21,11,10,6477,1126,5351,tcp,34794566,0,tcp-rst-from-client,1,6/14/2018 18:54,0,financial-services,,,0,,,,ae1,ae2,382553,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x10001c,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,20.x.x.x,,0,United States,10.x.x.x,0,10.0.0.0-10.255.255.255,ping,allow,no,,0,,0,2,1,1,196,98,98,icmp,35272839,0,aged-out,1,6/14/2018 18:54,0,any,,,0,,,,ae1,ae2,382554,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100019,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,20.x.x.x,,0,United States,10.x.x.x,0,10.0.0.0-10.255.255.255,ping,allow,no,,0,,0,2,1,1,196,98,98,icmp,33915691,0,aged-out,1,6/14/2018 18:54,0,any,,,0,,,,ae1,ae2,382555,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100019,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,anonymous,58525,192.168.0.0-192.168.255.255,10.x.x.x,9997,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,72,35,37,15659,8474,7185,tcp,35029882,0,tcp-rst-from-client,1,6/14/2018 18:53,48,financial-services,,,0,,,,ae1,ae2,382556,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100053,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,216.x.x.x,,49797,United States,10.x.x.x,443,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,54,22,32,22393,4348,18045,tcp,51112,0,tcp-fin,1,6/14/2018 18:54,17,financial-services,,,0,,,,ae1,ae2,382557,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x53,no,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,user1,54794,192.168.0.0-192.168.255.255,10.x.x.x,9997,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,60,29,31,17920,11094,6826,tcp,313184,0,tcp-rst-from-client,1,6/14/2018 18:53,48,financial-services,,,0,,,,ae1,ae2,382558,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100053,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,anonymous,64332,192.168.0.0-192.168.255.255,10.x.x.x,9997,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,72,35,37,20900,13714,7186,tcp,775081,0,tcp-rst-from-client,1,6/14/2018 18:53,48,financial-services,,,0,,,,ae1,ae2,382559,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100053,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,anonymous,61465,192.168.0.0-192.168.255.255,10.x.x.x,9997,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,23,12,11,6832,1192,5640,tcp,35231233,0,tcp-rst-from-client,1,6/14/2018 18:54,1,financial-services,,,0,,,,ae1,ae2,382560,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x10001c,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,user5,62921,192.168.0.0-192.168.255.255,10.x.x.x,9997,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,19,10,9,6356,1065,5291,tcp,982714,0,tcp-rst-from-client,1,6/14/2018 18:54,1,financial-services,,,0,,,,ae1,ae2,382561,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x10001c,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,user1,63805,192.168.0.0-192.168.255.255,10.x.x.x,9997,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,22,12,10,6537,1186,5351,tcp,1856972,0,tcp-rst-from-client,1,6/14/2018 18:54,1,financial-services,,,0,,,,ae1,ae2,382562,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x10001c,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,20.x.x.x,,0,United States,10.x.x.x,0,10.0.0.0-10.255.255.255,ping,allow,no,,0,,0,2,1,1,196,98,98,icmp,364953,0,aged-out,1,6/14/2018 18:54,0,any,,,0,,,,ae1,ae2,382563,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100019,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,20.x.x.x,,0,United States,10.x.x.x,0,10.0.0.0-10.255.255.255,ping,allow,no,,0,,0,2,1,1,196,98,98,icmp,1464221,0,aged-out,1,6/14/2018 18:54,0,any,,,0,,,,ae1,ae2,382564,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100019,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,20.x.x.x,,0,United States,10.x.x.x,0,10.0.0.0-10.255.255.255,ping,allow,no,,0,,0,2,1,1,196,98,98,icmp,1710745,0,aged-out,1,6/14/2018 18:54,0,any,,,0,,,,ae1,ae2,382565,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100019,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,20.x.x.x,,0,United States,10.x.x.x,0,10.0.0.0-10.255.255.255,ping,allow,no,,0,,0,2,1,1,196,98,98,icmp,881915,0,aged-out,1,6/14/2018 18:54,0,any,,,0,,,,ae1,ae2,382566,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100019,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,20.x.x.x,,0,United States,10.x.x.x,0,10.0.0.0-10.255.255.255,ping,allow,no,,0,,0,2,1,1,196,98,98,icmp,1543907,0,aged-out,1,6/14/2018 18:54,0,any,,,0,,,,ae1,ae2,382567,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x100019,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
PANFW01,10000000000,From-Outside,6/14/2018 18:54,6/14/2018 18:54,TRAFFIC,end,Outside,Inside,192.168.x.x,,55531,192.168.0.0-192.168.255.255,10.x.x.x,9997,10.0.0.0-10.255.255.255,ssl,allow,no,,0,,0,21,11,10,6477,1126,5351,tcp,1591106,0,tcp-rst-from-client,1,6/14/2018 18:54,1,financial-services,,,0,,,,ae1,ae2,382568,1,6/14/2018 18:54,0,0x0,1,vsys1,Panorama-Logging,0x10001c,no,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,N/A,0,0,0,1,0,0,,,,,,,,,,,,,0,from-policy,0,,,,240,0,0,0,,,,,,,,,,,,
